text1,text2
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='20到25'&明天永春温度='19到26'&明天沿海天气='多云转小雨'&明天山区天气='多云转小雨'&明天风='东北风4～5级'&后天市区温度='21到27'&后天永春温度='21到28'&后天沿海天气='小雨转中雨'&后天山区天气='小雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='18到26'&大后天永春温度='18到26'&大后天沿海天气='小雨转中雨'&大后天山区天气='小雨转大雨'&大后天风='西南风6～7级阵风8～9级'",今天小长假的第二天，天气依旧延续了晴好天气。四月底以来，全市各地气温一路高扬，不过今天高温却来了个“急刹车”，表现出难得的温婉。受弱冷空气扩散影响，今天市区的最高气温只有，天气凉爽了许多。随着西南风的不断加强，空气也变得不太稳定，未来三天我市会出现阵雨或雷雨天气，降水时伴有强对流天气，其中5日我市山区还会迎来一场大雨。雨水稍微能给泉州大地降降温，未来三天的最高气温将维持在以下。假期后期我市多降水，外出备上一把既遮阳又挡雨的晴雨伞是您明智的选择。同时雨天路滑，出游返程的游客需要注意交通和行车安全。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='20到27'&明天永春温度='16到26'&明天沿海天气='阴'&明天山区天气='多云'&明天风='东北风7～8级级阵风9～10级'&后天市区温度='21到30'&后天永春温度='18到29'&后天沿海天气='多云转晴'&后天山区天气='多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='22到30'&大后天永春温度='18到29'&大后天沿海天气='多云'&大后天山区天气='多云转晴'&大后天风='东北风5～6级阵风7～8级'",今天早晨气温较低，山区部分乡镇早晨气温仅有10左右，凉意十足，随着一次次冷空气的南下影响，秋天的氛围也渐渐浓郁。今天白天我市以晴到多云的天气为主，气温在阳光的关照下逐渐回升，午后大部份乡镇最高温度都在24左右，人体体感还是相当凉爽舒适的。预计明后两天，我市依然以多云的天气为主，大部分乡镇白天最高气温在25，夜晨最低气温在15，昼夜温差较大，在此提醒市民朋友要及时根据天气变化增添衣物，谨防感冒。近期，天气干燥，要及时补充水分。未来一周我市沿海风力仍然较大，阵风最大可达8-10级，要注意防范大风带来的不利影响，请海上作业人员和过往船只注意安全。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='16到25'&明天永春温度='15到27'&明天沿海天气='多云'&明天山区天气='多云'&明天风='东北风6～7级阵风8级'&后天市区温度='17到27'&后天永春温度='16到28'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='19到28'&大后天永春温度='17到30'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风5～6级阵风7～8级'","昨天夜间开始受到弱冷空气的影响，太阳躲在厚厚的云层中,阴沉并伴随着9级的东北大风,使人感觉冷意扑面而来。今天午后天空的云层逐渐消散，由阴天转多云天气,午后沿海最高气温20左右，山区大部分乡镇最高气温在23之间。预计明天开始冷空气逐渐离我们远去，气温将稳步回升;未来三天我市将以多云的天气为主,还是适合晾晒衣被的哦,但是沿海仍有7-8级东北大风,,因此提醒有到滨海游玩的旅客注意大风带来的不利影响。值得注意的是，近期我市降水较少，气象干旱仍持续,请注意节约用水,同时森林火险气象等级较高，要格外注意防范野外用火安全。"
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='10到16'&明天永春温度='9到19'&明天沿海天气='多云'&明天山区天气='晴'&明天风='东北风6～7级阵风8～9级'&后天市区温度='11到20'&后天永春温度='9到21'&后天沿海天气='多云转阴'&后天山区天气='多云转阴'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='13到20'&大后天永春温度='11到21'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风6～7级阵风8～9级'",今天是2022年的最后一个工作日，白天我市受高空槽前西南气流控制，湿度较大，一大早市区天空就被厚厚的云系覆盖，中午前后，云系有所消散，蓝天在云系的缝隙处露脸。午后大部分地区最高气温处于15，与昨天相比，变化不大。不过，沿海的大风依旧在喧嚣。明天开始的三天元旦假期全市以多云到阴的天气为主，气温处于逐步回升的态势，大部分地区午后最高气温在15，但山区夜晨气温仍将较低，部分乡镇仍将处于以下，沿海最低气温将回升到12左右，但受冷空气影响，沿海8-9级大风仍将持续。市民朋友们请根据气温的变化及体感舒适程度适当增减衣物，谨防感冒！近期天气较为干燥，需及时补充水分。元旦假期天气整体较好，请大家合理安排假期出行，享受这美好时光吧。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='12到23'&明天永春温度='11到26'&明天沿海天气='晴'&明天山区天气='晴转多云'&明天风='东北风4～5级阵风6级'&后天市区温度='12到18'&后天永春温度='13到20'&后天沿海天气='晴'&后天山区天气='多云转阴'&后天风='偏东风3～4级转东北风5～6级阵风7～8级'&大后天市区温度='9到19'&大后天永春温度='7到22'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风5～6级阵风7～8级'",受低层偏南气流的影响，今天我市上空的云系有所增多，太阳显得有些慵懒，不过由于冷空气的彻底离去，气温较昨日明显回升，大部分地区的最高气温达到了以上，加上风力不大，户外感觉暖意融融。预计未来几天我市的天气舞台依旧比较平静，以晴或多云的好天气为主，明天我市的暖意将会更胜一筹，最高气温会进一步攀升到22。不过明天夜里起受新一股弱冷空气影响，后天的最高气温又将回落到不到。同时，这段时间昼夜温差较大，夜晨最低气温大部地区只有出头，山区甚至不足。初春时节气温多变，提醒市民朋友们及时关注天气变化，合理增减衣物，谨防着凉感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='17到25'&明天永春温度='18到27'&明天沿海天气='多云'&明天山区天气='小雨转多云'&明天风='东北风4～5级阵风6级'&后天市区温度='17到26'&后天永春温度='17到26'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风4～5级阵风6级'&大后天市区温度='18到25'&大后天永春温度='19到25'&大后天沿海天气='多云转中雨'&大后天山区天气='阴转中雨'&大后天风='东北风4～5级阵风6～7级'",近日泉州局部乡镇的气温已经突破大关，今天泉州最高气温在26，安溪官桥镇达到了，气温在午间悄然拉开了“夏日序章”，但是夜晨气温失去阳光加持又恢复“冷静”，最低气温普遍在15，市民朋友们白天出门要注意防晒，预计今天夜间到明天白天，我市以多云天气为主，局部乡镇有阵雨，出行注意携带雨具；白天气温略有下降，最高气温基本在23，还是比较舒适的，夜晨的气温也保持在15，早晚也不至于太过于寒凉。春季是对流天气高发的季节，预计17日前后我市将有一次明显的雷阵雨天气，局地伴有短时强降水、雷雨大风等强对流天气。请关注最新的天气预报。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='18到24'&明天永春温度='19到25'&明天沿海天气='小雨转多云'&明天山区天气='小雨'&明天风='东北风4～5级增大至5～6级阵风7～8级'&后天市区温度='16到23'&后天永春温度='17到26'&后天沿海天气='多云转晴'&后天山区天气='阴转多云'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='16到25'&大后天永春温度='15到28'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风5～6级阵风7级'",今天是清明假期的第一天，昨夜今晨沿海延续了雾蒙蒙的低能见度天气，白天天空虽然没有完全打开，但沿海风向逐渐转为东北风，雾气随之消散，能见度好转。由于云层遮挡影响，今天最高气温有所下降，沿海最高气温在25，而冷空气前沿也正从沿海扩散，其主力将在明天（清明节）开始全面影响我市，沿海将刮起8级左右的东北大风，在北风的吹拂之下，体感温度将更为清凉。当然，今晚明晨，我市大部将出现一次降水过程，并可能伴随雨雾天气。清明时节虽无雨纷纷的场景，但雨雾过后，冷空气带来的沿海大风将成为清明假期的天气主角，恰逢祭扫高峰期，请务必注意用火安全；此外，户外踏青需注意适当添衣，
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='2级，稍热,不舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='24到29'&明天永春温度='24到30'&明天沿海天气='阴转小雨'&明天山区天气='阴转中雨'&明天风='西南风4～5级'&后天市区温度='24到30'&后天永春温度='24到32'&后天沿海天气='阴转中雨'&后天山区天气='阴转中雨'&后天风='西南风4～5级'&大后天市区温度='24到31'&大后天永春温度='24到33'&大后天沿海天气='阴转小雨'&大后天山区天气='阴转中雨'&大后天风='西南风4～5级'",5月即将接近尾声，马上就要迎来六一儿童节了。今天白天我市以多云天气为主，炽热的阳光烘烤着大地，使得早晨的气温飞速上升，让人感到无比闷热，午后大部乡镇最高气温大都超过了，个别乡镇最高温已经超过了。预计明天起，由于切变系统向东南方向移动，我市将迎来新一轮雨水天气，主要以阵雨天气为主，山区部分有中雨到大雨，局地可能伴有短时强降水和雷雨大风等强对流天气。由于降水以及繁杂云系的影响，温度会有所下滑，最高温将会回落至。需要提醒各位观众朋友，要及时关注天气变化，出行需携带好雨具，同时要防范降雨导致的低能见度天气对交通的不利影响。
"中暑指数='2级，一般不会中暑'&感冒指数='4级，感冒高发,注意防范'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='3级，中度危险,能燃烧'&明天市区温度='10到15'&明天永春温度='8到18'&明天沿海天气='多云转晴'&明天山区天气='多云转晴'&明天风='东北风7～8级阵风9～10级'&后天市区温度='9到17'&后天永春温度='6到20'&后天沿海天气='晴转多云'&后天山区天气='晴转多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='12到19'&大后天永春温度='10到20'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风5～6级阵风7～8级'","受锋前增温影响，昨天的天气仿佛热到要穿短袖，给人一种夏季的错觉。然而今天受冷空气渗透影响，我市以多云天气为主,山区部分乡镇飘起了小雨，气温也开始坐起滑滑梯,大部分乡镇最高气温在18左右，午后出行体感较为舒适，白天沿海风力较大，最大风力有8-9级，海上作业及过往的船只要注意安全。预计明后两天，受冷空气影响，气温有明显下降，最低气温的过程降幅可达7～10℃，局部将达寒潮标准，此次过程最低气温将出现在19日夜晨，请早出晚归的朋友们注意做好保暖工作，另外，冷空气影响期间，我市沿海风力较大，最大可达8～10级，请滨海旅游、海上作业及过往的船只要防范大风带来的不利影响。"
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='3级，炎热,很不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='26到36'&明天永春温度='23到34'&明天沿海天气='阵雨'&明天山区天气='阵雨'&明天风='北风5～6级阵风7～8级'&后天市区温度='27到37'&后天永春温度='23到34'&后天沿海天气='多云转阵雨'&后天山区天气='多云转阵雨'&后天风='西风5～6级阵风7～8级'&大后天市区温度='27到38'&大后天永春温度='24到35'&大后天沿海天气='阵雨'&大后天山区天气='阵雨'&大后天风='西南风6～7级阵风8～9级'",“大暑三秋近，林钟九夏移”，大暑节气来啦，这是一年中最热的一段时间。虽然厚厚的云层遮蔽了似火的骄阳，但是受台风“烟花”外围下沉气流的影响，我市仍然以高温天气为主，午后部分乡镇气温攀升至，其中个别乡镇气温甚至超过。预计明后两天，受低层东北气流的影响，我市以多云天气为主，部分山区将出现阵雨或雷阵雨，高温闷热仍是主旋律，在此提醒广大市民朋友们及时做好防暑防晒补水措施，出行随身携带晴雨伞，遮阳避雨两不误！此外，备受大家关注的台风“烟花”目前正向偏西偏北方向移动，不过台风“烟花”移动路径复杂，存在不确定性，市气象台将密切跟踪监测，请大家及时关注市气象台的最新台风预报动态。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='15到19'&明天永春温度='16到21'&明天沿海天气='小雨转中雨'&明天山区天气='小雨转大雨'&明天风='东北风4～5级阵风6～7级'&后天市区温度='14到18'&后天永春温度='15到19'&后天沿海天气='中雨转阴'&后天山区天气='中雨转阴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='14到19'&大后天永春温度='14到20'&大后天沿海天气='多云'&大后天山区天气='多云转小雨'&大后天风='东北风5～6级阵风7～8级'",“一阵催化雨，数声惊蛰雷”，今天我们迎来了二十四节气中的惊蛰。惊蛰过后，春雷乍动，雨水也会明显增多。自今日凌晨开始，全市以阴天为主，有分散性小雨，由于天空依旧被厚厚的云层笼罩，气温上升的幅度不大，直至午时部分乡镇最高气温可达左右。预计今天夜间至7日早晨，我市将有明显降水，中雨到大雨，山区局部暴雨。降雨时局地还将伴有雷暴、6～8级雷雨大风等强对流天气。7日白天降水明显减弱，转为阴天天气为主。在此提醒市民朋友们及时关注天气预报，周末出行记得携带雨具；此外，由于正值春播时期，请相关人员注意防范局地强对流天气对农业生产、户外作业的不利影响。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-2级，冷，不舒适'&夜晨舒适度='-3级，寒冷，很不舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='6级，穿冬棉衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='1级，没有危险,不燃烧'&明天市区温度='10到13'&明天永春温度='10到13'&明天沿海天气='小雨'&明天山区天气='中雨转小雨'&明天风='东北风6～7级阵风8～9级'&后天市区温度='5到10'&后天永春温度='4到11'&后天沿海天气='中雨'&后天山区天气='中雨'&后天风='东北风8～9级阵风10～11级'&大后天市区温度='5到7'&大后天永春温度='4到8'&大后天沿海天气='中雨'&大后天山区天气='中雨'&大后天风='东北风7～8级阵风9～10级'",这段时间，太阳像是偷懒的小孩，总是缺勤，今天天空较为阴沉，全市普降小雨，午后大部分乡镇最高气温在12之间。受低层弱波动影响，我们将迎来连续一周的阴雨天气。除此之外，明天会有一股新的冷空气南下，我市降温幅度可达6，过程最低温度出现在21-22日，安溪、永春、德化等山区最低气温在-2，其余地区最低气温在4，山区部分乡镇有霜或霜冻。受此影响，德化可能出现雨夹雪的天气。请早出晚归的朋友们继续做好保暖工作。另外，冷空气影响期间，我市沿海风力较大，最大可达8～10级，请滨海旅游、海上作业及过往的船只注意防范大风带来的不利影响。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='14到23'&明天永春温度='13到26'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风6～级阵风～级'&后天市区温度='16到26'&后天永春温度='16到28'&后天沿海天气='多云'&后天山区天气='晴转多云'&后天风='东北风6～级阵风～级'&大后天市区温度='18到29'&大后天永春温度='18到31'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风4～级阵风～级'",“人间四月芳菲尽，山寺桃花始盛开”，四月天像是变了脸的孩子一样，今天终于迎来了晴好天气，太阳公公出来和大家见面了，午后最高气温市区在左右，温度适宜，不过沿海的大风依旧喧嚣中，但相比前几日阴冷的日子舒服多了。未来两天我市延续今日的好天气，仍以多云到晴的天气为主，最高气温缓步回升，风力也将渐渐减小，需要注意的是昼夜温差较大，夜晨气温在左右，仍需要添衣保暖哦。预计13日起受冷暖空气交汇影响，我市会有一次明显降水过程，并可能伴随短时强降水、雷暴大风等强对流天气。大家可以抓紧近这几天的好天气晾衣晒被、出门游玩，享受春光。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='3级，炎热,很不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='26到35'&明天永春温度='24到36'&明天沿海天气='多云转晴'&明天山区天气='多云转小雨'&明天风='东北风3～4级阵风5～6级'&后天市区温度='27到34'&后天永春温度='25到33'&后天沿海天气='多云转中雨'&后天山区天气='多云转中雨'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='26到35'&大后天永春温度='24到34'&大后天沿海天气='多云'&大后天山区天气='小雨转多云'&大后天风='东北风4～5级阵风6级'",时间过得很快，转眼间就到八月末了，距离开学仅剩两天。今天依旧受副热带高压的影响，全市大部分乡镇午后最高温度在34-37℃之间，其中个别乡镇最高气温超过了37℃，以安溪官桥镇39.1℃为最高。出行紫外线指数较高，体感较为闷热。预计明后两天副热带高压减弱，弱冷空气渗透南下，全市以阵雨或雷阵雨为主，部分有中雨，局部有大雨。气温方面，预计明天气温依旧较高，大部分地区午后最高气温在35℃以上。在此提醒各位观众朋友们，请大家多喝水，及时补充水分，继续做好防暑降温的工作，同时注意防范午后雷雨天气对出行的不利影响，外出的朋友可随身带把晴雨伞，以备不时之需。
"中暑指数='3级，可能中暑'&感冒指数='1级，感冒不易发生'&人体舒适度='3级，炎热,很不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='3级，中度危险,能燃烧'&明天市区温度='26到33'&明天永春温度='25到34'&明天沿海天气='多云转中雨'&明天山区天气='多云转大雨'&明天风='偏南风4～5级阵风6级'&后天市区温度='26到30'&后天永春温度='25到31'&后天沿海天气='小雨转大雨'&后天山区天气='阴转大雨'&后天风='偏南风转偏东风3～4级阵风5级'&大后天市区温度='25到30'&大后天永春温度='24到31'&大后天沿海天气='小雨转中雨'&大后天山区天气='小雨转中雨'&大后天风='偏东风3～4级阵风5级'",近日午后强对流天气在我市部分地区轰轰烈烈的上演，不过今日泉州的最高气温仍有37℃以上，午后鲤城区的开元街道最高气温达到了38.3℃。午后自山区开始，对流天气一路向沿海地区发展，全市部分地区有小雨到中雨，局部大雨，个别乡镇有暴雨。沿海不时有6~7级阵风吹拂，空气变得流动起来，闷热有所缓解。受低层偏东气流的影响，预计明后两天我市将有中雨到大雨，降水时局地伴有短时强降水、雷雨大风等强对流天气。在此提醒广大市民朋友交通出行前应多多关注天气预报，山区的朋友还要防范山洪、滑坡、泥石流等次生灾害，要尽量避免进行涉海、涉岛旅游，以保自身安全。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='23到31'&明天永春温度='22到32'&明天沿海天气='阴转多云'&明天山区天气='阵雨'&明天风='东北风转西南风4～5级'&后天市区温度='25到33'&后天永春温度='25到34'&后天沿海天气='多云'&后天山区天气='午后阵雨或雷雨'&后天风='西南风5～6级'&大后天市区温度='26到34'&大后天永春温度='25到35'&大后天沿海天气='多云转阵雨'&大后天山区天气='多云转阵雨'&大后天风='西南风4～5级'",昨天的低层切变线和冷空气不仅带来了较强的降水过程，还带来了难得的凉爽，今天早上空气仍是无比清新，由于较为深厚的云层遮挡，阳光也抓不着机会展现自己的热情，一上午便是在微微凉风以及云朵飘摇的时间中度过，由于气温爬升缓慢，午后沿海的最高气温都在30℃以下，山区午后出现局部性的中雨，气温比沿海低2-4℃。预计今天夜间到明天白天，西南气流加强，我市山区仍然多阵雨，沿海多云，再次呈现夏天的热情，部分乡镇最高气温升至33℃，升温成为未来2天主旋律，而天气依然不稳定，山区午后出现阵雨或雷雨的可能性较大，因此提醒大家外出关注天气变化，同时注意适当防暑降温。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='21到23'&明天永春温度='20到23'&明天沿海天气='阴'&明天山区天气='阴'&明天风='东北风7～8级阵风9～10级'&后天市区温度='19到21'&后天永春温度='18到22'&后天沿海天气='小雨'&后天山区天气='小雨'&后天风='东北风7～8级阵风9～11级'&大后天市区温度='19到21'&大后天永春温度='17到22'&大后天沿海天气='小雨转阴'&大后天山区天气='小雨转阴'&大后天风='东北风7～8级阵风9～10级'",今年第22号台风 “尼格”已于今天凌晨进入南海，目前正位于南海东部海面上。受其外围云系影响，今天我市天空阴沉，午后气温大部分乡镇最高气温在24-27℃。预计“尼格”将以每小时15-20公里的速度向北偏西方向移动，强度逐渐增强，随着台风的靠近，明天起沿海的阵风将会加大到10-11级，同时从明天午后开始我市将迎来久违的降水，雨量总体不大，以小雨为主。在风雨之中，气温也将逐步走下坡路，全市的最高气温将下滑至21-24℃，最低气温也将跌落到20℃以下，人体感觉凉意十足。提醒市民朋友们外出记得携带雨具，注意防范大风天气带来的不利影响，并及时增添衣物，谨防感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='12到20'&明天永春温度='11到21'&明天沿海天气='多云转晴'&明天山区天气='多云转晴'&明天风='东北风5～6级阵风7级'&后天市区温度='12到18'&后天永春温度='9到19'&后天沿海天气='晴'&后天山区天气='晴转多云'&后天风='北风5～6级阵风7～8级'&大后天市区温度='13到15'&大后天永春温度='12到17'&大后天沿海天气='小雨转中雨'&大后天山区天气='小雨'&大后天风='北风5～6级阵风7～8级'",昨天夜里受冷空气影响，我市沿海出现8~9级的东北大风。今天受残余冷空气影响，我市上空云系较多，以阴天为主。早晨起来还是能够感受到阵阵的寒意，白天大部分乡镇最高温度在16-18℃左右，人体感觉凉凉的。预计明天我市仍以多云的天气为主，夜晨温度较低，市区12℃左右，山区大部分8℃左右。在这提醒市民朋友们，最近气温起伏较大，请注意及时增减衣物，谨防感冒。预计从20日开始，我市将迎来连续几天的阴雨过程，市民朋友们夜间出行请注意携带雨具，司机朋友注意驾车安全。春运时间是疫情扩散危险期，温馨提醒大家做好相应卫生防护，出门戴口罩，远离病毒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='27到32'&明天永春温度='25到31'&明天沿海天气='多云转小雨'&明天山区天气='多云转小雨'&明天风='东北风6～7级阵风8～9级'&后天市区温度='25到33'&后天永春温度='23到34'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='25到32'&大后天永春温度='24到33'&大后天沿海天气='晴转多云'&大后天山区天气='晴转多云'&大后天风='东北风8～9级阵风10～12级'",今天是国庆小长假后上班的第一天。早晨我市依然以晴到多云天气为主，中午前后，山区局部乡镇开始出现阵雨或雷阵雨天气，降雨时局地伴有短时强降水。今天我市最高气温大部乡镇在32之间。沿海依然盛行6-7级东北大风。受偏东气流影响，预计明天我市局部乡镇仍有阵雨或雷阵雨，10日以多云天气为主，11日起受热带气旋和冷空气影响，我市将有阵雨天气。未来三天我市气温总体较高，其中在10日局部乡镇将出现以上高温天气。明天起我市沿海风力将逐渐增强至9级以上，最大风力时段出现在11～12日，沿海东北风最大可达10～12级。请注意防范沿海大风天气对滨海旅游、航运和渔业等行业的不利影响。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='25到34'&明天永春温度='24到34'&明天沿海天气='小雨转中雨'&明天山区天气='小雨转暴雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='24到28'&后天永春温度='23到28'&后天沿海天气='小雨'&后天山区天气='小雨转中雨'&后天风='东北风4～5级阵风6级'&大后天市区温度='24到32'&大后天永春温度='24到33'&大后天沿海天气='小雨转多云'&大后天山区天气='小雨转阴'&大后天风='西南风4～5级阵风6级'",今天我市仍以晴到多云的天气为主，大部分地区晴空万里，午后气温也是一路飙升，全市最高气温基本在以上，山区局部乡镇甚至突破。晴好天气转瞬即逝，未来几天我市将迎来多雨水天气。从今天夜里开始，受低涡切变东移影响，我市山区将有较明显降水过程，局地可能伴有短时强降水、雷雨大风等强对流天气。今天夜间到明天我市维持小雨到中雨的天气，部分乡镇大雨，山区局部乡镇将有将有暴雨天气。后天受弱冷空气渗透影响，全市将持续大范围的降水过程，给燥热的大地降降温。提醒大家出行注意带好雨具，降水可能在上下班期间带来短暂的交通拥堵，出行需特别注意安全。
